run,source_path,row_index,evidence_id,question_type,generation_mode,generator_decode_mode,status,accepted,attempt_count,generation_count,accepted_on_first_attempt,final_attempt,final_result_accepted,qa_formality_status,evidence_groundedness_status,answerability_status,all_three_judges_pass,failed_or_uncertain_judges
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11460000_A2_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12213000_A4_A6_0-1,neutral,baseline,sampling,accepted,True,2,2,False,2,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_20570000_A1_A2_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_19100000_A1_A2_0-1,neutral,baseline,sampling,accepted,True,3,3,False,3,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11520000_A3_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_20040000_A1_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,FAIL,FAIL,False,qa_formality|evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,7,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_13460000_A1_A5_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,FAIL,FAIL,False,qa_formality|evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,8,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_21140000_A2_A3_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,9,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10390000_A3_A5_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,10,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_19220000_A1_A2_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,PASS,False,evidence_groundedness
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,11,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11133000_A4_A5_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,12,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_21340000_A1_A5_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,PASS,PASS,False,qa_formality
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_19320000_A2_A3_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_15200000_A1_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_16533000_A1_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,16,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_23170000_A1_A5_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,17,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_21120000_A1_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,18,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_17193000_A1_A3_0-1,neutral,baseline,sampling,accepted,True,2,2,False,2,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,19,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14383000_A2_A3_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,20,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_12530000_A2_A4_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,21,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_12083000_A2_A5_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,22,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22423000_A3_A4_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,23,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_22480000_A1_A2_0-1,neutral,baseline,sampling,accepted,True,3,3,False,3,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,24,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_15283000_A3_A4_0-1,neutral,baseline,sampling,accepted,True,2,2,False,2,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,25,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_13103000_A1_A3_0-1,neutral,baseline,sampling,accepted,True,3,3,False,3,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,26,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18220000_A1_A3_0-1,neutral,baseline,sampling,accepted,True,2,2,False,2,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,27,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_10570000_A3_A6_0-1,neutral,baseline,sampling,accepted,True,2,2,False,2,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,28,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_12500000_A1_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,PASS,False,evidence_groundedness
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,29,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_18360000_A2_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,30,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_12420000_A2_A4_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,31,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_18003000_A1_A5_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,32,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13380000_A2_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,FAIL,FAIL,False,qa_formality|evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,33,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16390000_A1_A2_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,PASS,FAIL,False,qa_formality|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,34,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY2_16080000_A3_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,35,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20330000_A2_A6_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,36,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_12410000_A5_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,PASS,False,evidence_groundedness
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,37,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_14280000_A3_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,PASS,PASS,False,qa_formality
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,38,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY3_15333000_A3_A5_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,39,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11400000_A3_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,40,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_12303000_A1_A3_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,FAIL,FAIL,False,evidence_groundedness|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,41,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY7_15050000_A1_A2_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,42,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_16253000_A4_A6_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,43,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_11360000_A2_A4_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,44,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_18280000_A3_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,45,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_16093000_A2_A5_0-1,neutral,baseline,sampling,accepted,True,3,3,False,3,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,46,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_20133000_A2_A6_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,PASS,PASS,FAIL,False,answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,47,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13553000_A2_A3_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,PASS,FAIL,False,qa_formality|answerability
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,48,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_11073000_A2_A4_0-1,neutral,baseline,sampling,accepted,True,1,1,True,1,True,PASS,PASS,PASS,True,
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,49,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY4_15383000_A1_A4_0-1,neutral,baseline,sampling,rejected,False,3,3,False,3,False,FAIL,PASS,PASS,False,qa_formality
sampling,C:\Users\haoya\Downloads\qa_mcq.intermediate_sampling_new.jsonl,50,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY6_17340000_A3_A6_0-1,neutral,baseline,sampling,accepted,True,3,3,False,3,True,PASS,PASS,PASS,True,
